sentence_id	sentence	label
a91793e682659853914a9a634f2505908eec1c28	Das heißt, auch der heute analoge Prozess wird durch die Corona-Warn-App digitalisiert.	OBJ
43fe88d514264026b28ea2e0bae55a583881805b	Natürlich werden wir auch die Ergebnisse, die wir jetzt aus der Implementierung erhalten, berücksichtigen.	OBJ
996642bb3d38f5f0800244899ceb6f8426d70644	Akzeptieren Sie keine Erpressung.	SUBJ
ff72c8006e8d63dd485d22438288ac7bdbb1e47c	Vorher zwei Bemerkungen: Erstens: Das RKI spricht bei positiven Corona-Testergebnissen immer noch von Fällen, obwohl es Virustrümmer-Nachweise ohne Beweis einer Infektion sind.	SUBJ
6afef3d06ff1bb14f64634af6fff4c8040581219	In drei Fällen - es sind drei Doppelstaatlerfälle - haben wir leider immer noch keinen konsularischen Zugang.	SUBJ
26b23c9e7093ba8a50c323cfda9bf94f13cfc755	Ihr Ableben trägt — medial aufbereitet — dazu bei, eine Drohkulisse aufzubauen, mit deren Hilfe schwerwiegende Zwangsmaßnahmen gegen die gesamte Bevölkerung durchgesetzt werden.	SUBJ
ee3a79397b9b0bd6ddd9c5d6e68418df53dded99	Aber 773 davon gibt es gar nicht, sie wurden nur statistisch errechnet.	OBJ
21dd5b84a5fb3410af977d5801c31a5bf46c3e7d	In den Zulassungsstudien der Impfstoffe erfolgte die SARS-CoV-2-Testung anlassbezogen in der Regel bei Symptomen.	OBJ
7aa9a7925cad280a9abb59cd705b543dac47b209	Testkits für SARSCoV- 2 werden in China rar.	OBJ
96c0deecf0bebe437541fb9e54ec02848de0c70a	Mindestens 165 Banken beschränken den Gesamtfreibetrag für ihre Kundinnen und Kunden bei 50.000 Euro oder weniger.	OBJ
cd1a6d54098c057532b697d6ba7d5e596c7c39eb	Denn es gibt viele Freiheitsrechte zu verlieren.	SUBJ
dbf326846ad2ea2b16dcb3b1126b849bf233b9df	Ich versuche im Bekanntenkreis mit diesen Informationen etwas die Angst vor dem Virus zu nehmen, aber es wird immer schwieriger.	SUBJ
c30f29c07211310569342f07827f498be81a6a48	Dier ExpertInnen haben zudem mehr als 40 Studien zur Nützlichkeit von Masken untersucht und keine Hinweise auf eine Wirksamkeit zur Vorbeugung von respiratorischen Infekten bei der Ausdehnung der Maskenpflicht auf die gesamte Bevölkerung außerhalb der Gesundheitseinrichtungen gefunden.	OBJ
8635babf6e3c49cf69178f5defa7aed8f6a78ce5	PIC steht für Pneumonia-Influenza-Covid (Lungenentzündung, Grippe, Covid).	OBJ
a19333432a2f6257ed01a044d640a91ac1e8c0d3	Christian Drosten: Das stimmt, also es gibt natürlich Coronaviren, vier Stück in der menschlichen Bevölkerung.	OBJ
894fe5134d26917a06dd4d4b2053448e6030a67b	Da ist jeder Dreck der Welt drin.	SUBJ
f76d02a430399af5582b7d2311c00686aa6dff1e	"Im Schnitt überleben sie zwischen vier und fünf Tagen, schreibt ein Forschungsteam aus Greifswald und Bochum in Deutschland im ""Journal of Hospital Infection""."	OBJ
618b744291520a535601aaf5943b5c9596c44fb7	„Man muss sich also fragen, was da gerade abgeht“, sagte Kingston.	OBJ
183b50f29309276f125e605f0c83fc1e6a7bb67f	Der andere Angeklagte bekundete, er könne sich an den ganzen Vorgang nicht erinnern.	OBJ
0248ad10b00054d479fe8ad364e6127bf5da6a70	Die hier nur stichpunkartig zusammengeführten Hinweise können ausführlicher im Artikel Toxizität und Zytotoxizität von Graphenoxid – Appendix nachgelsen werden.	OBJ
6efe0b7b40c75cd90a9ff187d4fd7d9d62ca752f	Wer dann Neuwahlen ausschreibt unter Geltung welchen Wahlgesetzes, bleibt der Kunst der Staatsrechtler überlassen.	SUBJ
fd41e7fdfabff54a337d0dbaeab633fcc2f59d54	Während der Pandemie wurden solche Subventionen also nicht tatsächlich gewährt, auch wenn es laut Verordnung möglich gewesen wäre.	OBJ
af2412e89a0675b9c54c172cd7221792681301df	> Erlange die legale Steuerfreiheit & entziehe den Satanisten die Macht!	SUBJ
0be2096d61651b2c6b5196b834f7ea519f4a62f0	Schon bei über 60-Jährigen soll mehr als jeder vierte Infizierte auf der Intensivstation landen.	SUBJ
a2c3a95cb5ac88e7835029831e10d26893529110	Eine der wichtigsten Erkenntnisse: Der Schaden, den das Spike-Protein an Zellen anrichten kann, kann erheblich sein.	SUBJ
dedc49eea5d50d27e06e448720a5e946c4aeee99	Die erkrankten Bewohner leben derzeit in Zimmerquarantäne.	OBJ
3f966c9c1cc14ef52669e79d848f96e10c587a67	Wir folgen seinen Ausführungen zunächst dahingehend, dass es zutrifft, dass Zahlen und Daten in der Studie wild und beliebig durcheinandergewürfelt wurden.	SUBJ
cefb72e9085a56c40f7a9d7b5ac9f535f09f5950	Daraufhin begannen die Patienten sich zu erholen und ihre Gesundheit begann sich zu verbessern.	OBJ
4287fb6594807eb23af72f9013d4e644b10a01af	Angeblich hätte er behauptet, Bäume würde explodieren und Österreicher würden in Waldstädten leben.	SUBJ
ebab9096b346b6ea22e2d4ee67fd4a21e53d0f8a	Wenn Sie sich die aktuelle Grafik vom ARD-Deutschlandtrend anschauen, dann stellen Sie fest, dass die Grünen die CDU/CSU als stärkste Kraft abgelöst haben.	OBJ
c8719b331bebc254849fa64db8f808b73576d7da	(5) Warum melden die Niederlande deutlich mehr Nebenwirkungen der Covid-19-Impfstoffe als andere Länder?	SUBJ
e323ecf2f3b70c85e15c710ba692e60e0fb66b79	Er kann erwerbsfähigen Bezieherinnen und Beziehern von Arbeitslosengeld II auch zumutbare Mitwirkungspflichten zur Überwindung der eigenen Bedürftigkeit auferlegen, und darf die Verletzung solcher Pflichten sanktionieren, indem er vorübergehend staatliche Leistungen entzieht.	OBJ
dd1878eac6948a4c2c838cea63c40327f563c144	): Faktencheck von Correctiv Correctiv hat am 13.12. einen sogenannten Faktencheck zu diesem Beitrag veröffentlicht, auf den ich vor wenigen Tagen aufmerksam wurde.	SUBJ
e0357872cd94c0c441102908cfff28a8d901a42c	Insgesamt nahmen die Mediziner den Tod von acht Verstorbenen unter die Lupe.	OBJ
245a6bbe8391e53bd12528bcead5deddc0c6c2d2	Beim Dengue-Fieber verläuft die Reinfektion mit einem anderen Serotyp schwerer, wenn der Titer der schützenden Antikörper abnimmt.	OBJ
1949cae7ff1952ee2c1c8fbb757cfe48a047af29	Die Grippe ist so schwer, dass die meisten Menschen es nicht einmal merken, wenn sie sie haben.	SUBJ
a00da29b2d8563f6f9c0102e1a629d66d0ffd687	Nach Untersuchungen der Initiative Qualitätsmedizin und der InEK gab es in den Krankenhäuser mindestens zeitweise dreimal so viel abgerechnete Covid-Fälle ohne Infektionsnachweis wie solche mit Nachweis.	OBJ
b95a187d51ed06d49dc714faee6806cf0508a157	Bei internationalen Vergleichsstatistiken für Staaten, wo sogar eine Millionen Einwohner als Vergleichswert herangezogen werden, stehen Kleinstaaten wie Qatar, Andorra oder der Vatikan folglich an der Spitze der Infektionszahlen.	OBJ
687c4df18a60bf0b106eb54e8c591631aecc7918	Das Robert-Koch-Institut fälscht vorsätzlich die Statistiken und verstößt allein damit schon gegen das Infektionsschutzgesetz.	SUBJ
9df758b7785956e80238438ced7526564a53b87f	Die Tage einfach wegzulassen wäre ein schwerwiegender Fehler, da dann nicht mehr gleichlange Zeiträume miteinander verglichen werden.	SUBJ
76e4330678532a9f70f5cee52c871cd1fd08a64f	„Mit unseren Messungen können wir im Kleinen die Prozesse besser verstehen, die das Wachsen und Tauen von Meereis in der Natur beeinflussen“, erläutert Notz.	OBJ
4209bf155712c6a9b63656715082ba9cf56e216d	Dadurch ist die Influenza jetzt zu Corona mutiert, die ich schon vor 40 Jahren erleiden musste.	SUBJ
1e112ca24d7de0403e75126bd481e7e6b8fb0055	(14:00): Und du musst auch verstehen, dass in den anderthalb Jahren, in denen sie entwickelt wurden, jeder, der auftauchte und sagte: „Hey, dieser Virus ist gar nicht so schlimm“ verspottet wurde.	SUBJ
0682d90a65d15df0326eca24ffec13d653fb00e1	Allerdings wird angemerkt, dass die Mütter, die lebende Kinder zur Welt brachten, mehrheitlich erst im dritten Schwangerschaftsdrittel geimpft wurden.	OBJ
c6f6ecb5c9ac5715427907e2cb9f054cc35d0902	Die Studie trägt den Titel Preliminary Findings of mRNA Covid-19 Vaccine Safety in Pregnant Persons und erschien im renommierten New England Journal of Medicine.	OBJ
45f5c59691910c0949ed6e15d711f7ca98d3b39b	Das Beispiel verdeutlicht die kolossalen Auswirkungen, die mit Klimaänderungen in geologischer Vorzeit verbunden waren.16.	SUBJ
5ecbcc331d6f2360e998c348d49d6d8e4f0b1277	Studie zur Corona-Übersterblichkeit: Starben 45 Prozent infolge des Lockdowns?	SUBJ
d6734ba6eb6701a84ac460b82e9b9cc0f93f9880	Die Autoren folgern dennoch, dass sowohl ein “freiwilliger” als auch ein erzwungener Lockdown möglicherweise nutzlos ist.	OBJ
602b143f957eeffa579d5fa52f6ef167ef85f3a5	Inwieweit „Nebenwirkungen“ des Impfstoffs die Ursache war ist unklar.	SUBJ
b30e5f9d9cd9a457c96fe0dbbff8e626f1bfc41f	"Auf die Frage, ob er jetzt lieber in der Opposition säße, um von dort den Regierungskurs zu geißeln, hat Michel Reimon eine klare Antwort: ""Nein, sicher nicht."	SUBJ
16c1ae2e83edb97f3a3aa9649bb3e45ff5596426	Dazu gehören etwa Plattformen im sogenannten Darknet, auf denen illegale Güter wie Waffen, Drogen oder Kinderpornografie gehandelt oder verbreitet werden.	OBJ
fe9fed442558e532a1282cdb43011d267a49155b	Auch und gerade mit offiziellen, weil es viele Unwägbarkeiten gibt, viele unentdeckte Infektionen im Verhältnis zu entdeckten Todesfällen zum Beispiel – oder die Frage, ob verschiedene Zahlen auf der Zeitachse überhaupt zusammenpassen.	SUBJ
e13ce437f45e27c4a4910354bea4da306b553d97	Es braucht nicht mehr viel, und ich muss ihm recht geben.	SUBJ
99d4c6d57f5324ab43952180b490db643cabea77	Es macht sehr viel Sinn zu behaupten, dass der Erreger der COVID19-Krankheit genau Graphenoxid ist.	SUBJ
111917ebd94fedd8804d181f19c034a43a4271fd	Die Freien Wähler verbessern sich auf 3 Prozent, würden es damit aber nicht über die Fünf-Prozent-Hürde schaffen.	OBJ
fa9c35690f4f248962ff2d308487d06e6097bc6b	Also wenn man dieser offiziellen Zahl der CDC Glauben schenkt, die ich stark anzweifle weil zu hoch, darf man von den 843'885 Toten weltweit nur 50'633 als reine Corona-Tote in SECHS MONATEN zählen.	SUBJ
f57ec8e207d53edc0ea44011b473ddfed248933a	Laut Grippestatistik des regierungsamtlichen Robert Koch-Instituts (RKI) wurden 2020/2021 deutschlandweit nur 564 Influnzafälle gezählt.	OBJ
9f657ec458f952f656d3f0f0d025aae6c2212a0a	In den nächsten Zeilen notieren Sie, wie viele Personen ab 14 Jahren und wie viele Personen unter 14 Jahren in Ihrem Haushalt leben.	OBJ
2f810ea598919ffd21f2834c2443e7ec58893508	Und eine Infektion besteht nur, wenn ein vermehrungsfähiges Virus aufgenommen worden ist.Anmerkung: Genau genommen reicht es nach der juristischen Kommentarliteratur (Kiessling, § 2 IfSG, Rz. 5) für eine Infektion noch nicht einmal, dass ein vermehrungsfähiger Krankheitserreger in den Körper aufgenommen wurde; erforderlich ist auch eine Entwicklung oder Vermehrung im Körper.	OBJ
ea2c44bce31295b7bb836e980827192046a5bf3d	Die Institute wollen dadurch verhindern, dass Anleger mit größeren Vermögen, die Schwierigkeiten mit ihrer eigenen Bank bekommen, in Scharen zu ihnen wechseln.	OBJ
022d57d1f3a5b434ff5107460cf313768dabf7d6	"Es wäre natürlich einfacher, aber da könnten wir überhaupt nichts bewirken."""	OBJ
63a20b3ae4663bcdd96d5e22c1aed3c4299e5e23	Der Körper des Individuums stellt ein fremdes Protein her, das das Immunsystem angreifen soll.	OBJ
97326fb4702c437b9a43e14a9440a66377da057e	Heute werden sie zusätzlich in der großen Geschäftemacherei mit Corona ausgebeutet.	SUBJ
7b994deb27d7b5258aaf1a54abaf2b9bd2de99ab	Doch dort hat er nach Angaben von dessen Leiter, Yehu Moran, in den vergangenen Jahren nicht gearbeitet.	OBJ
35955c801aa8f3f8e4d2cc3753fe996e710b7791	So sieht es in einem Land aus, in dem noch Rechtsstaatlichkeit herrscht.	SUBJ
6dd22b9f25851c68d1cd01131aa0461132cb7e6b	Zu einer lebhaften Debatte und zur Demokratie gehört es, erwachsenen Bürgern auch schwer verdauliche Kost vorzusetzen.	SUBJ
76ad3d047585a2e27994d431bd00b924c229deb4	Die Direktorin der EMA, Frau Emer Cooke, war lange Jahre Chefin der Lobbying Agentur der pharmazeutischen Industrie, der European Federation of Pharmaceutical Industries and Associations (EFPIA).	OBJ
e65b3180fe13713385c72b3c32b0be1a8b06ab71	Mein Anspruch ist, auch die kritischen Stimmen zu Wort kommen zu lassen, die anderswo ausgeblendet werden.	SUBJ
73a47425efbc42da6f6cd2beec254692309c0cc1	Da haben wir seit 1968 insgesamt 121.988 Fälle von gemeldeten Nebenwirkungen.	OBJ
07b4f71d62dc50bdfd269a327a49d2f34e879e5e	Quellenangaben, wie „Berichte im Internet“ und „gelöschte Nutzerkonten“, lassen offen, ob es sich um persönliche Erfahrungen handelt, die von sozialen Medien als unwahr eingestuft wurden, oder ob es sich um gezielte Fehlinformationen handelt.	OBJ
6d3b6630634bfaca4e43d66b6b10ae4917e68c55	„Wir haben umfang­reiche Daten, die zeigen, dass zum Beispiel die Zahl der Fehl­ge­burten im Vergleich zum Fünf­jah­res­durch­schnitt um fast 300 Prozent gestiegen ist“, erklärte Renz auf dem Podium weiter.	OBJ
a891433962fbc60eeb75ab902f406846ffefdea4	Es soll laut Rechnungshof schon vielfach vorgekommen sein, dass Krankenhausbetreiber die Zahl der Intensivbetten künstlich reduziert haben, um in den Genuss von Prämien für hohe Auslastung zu kommen.	OBJ
1af9e7b5db38a49f78192a1392f15c195dc29710	"So heißt es in der Studie: ""Auffallend war ein deutlicher Anstieg (bei den Notfallzentralen, Anm."	OBJ
984c40ac5f9415ef735940519f800259ebac648b	Und vor allem: Frauen sind drei Mal häufiger betroffen als Männer.	OBJ
3e49e9680647361641040dd083e8a044c87974db	In jedem Fall werden die Impfstoff-Hersteller, die WHO und ihre Ableger in den nationalen Behörden versuchen, die Nebenwirkungen (aus militärischer Sicht: Hauptwirkungen) der mRNA-Impfung auf ein mutiertes Virus abzuschieben.	SUBJ
a5b4c5c7242d3edb0237663ea9a43341a2096163	Gerade beim Impfen komme es sehr auf Vertrauen an.	OBJ
ed67725afa7385211348908dad75a70350708f07	Die durch die Unwetter entstandenen Schäden waren damals geringer als erwartet.	OBJ
b37584caf2692644d8f5f6f680e82e6915d86f8e	Die Besonderheit ist, dass diese anschaulichen Grafiken sowohl nach Einwohnern als auch nach Alter standardisiert sind.	SUBJ
a4fac54844fa06fd94756ee5fc3f9192ae99bbcf	Die Maske hingegen ist als psychologisches Disziplinierungsinstrument für den permanenten Ausnahmezustand auch in Zukunft wichtig – deswegen wird sie nicht angetastet.	SUBJ
fdf52a0c5aca12c0b0cd070bb30beeb4cbb06751	Linke Tafel: Bei der ADE wird die Internalisierung des Immunkomplexes durch die Beteiligung von aktivierenden Fc-Rezeptoren auf der Zelloberfläche vermittelt.	OBJ
df9ceddf6d970e52bd01e012dec81afaa6bff5c4	Die Investitionen auch des Staates müssen sich amortisieren.	SUBJ
fd93a966088400a31a1105d83f6dbca3ba9e8202	Können Sie uns kurz erläutern, wie Sie den PCR-Test damals etabliert haben und wer da drauf geguckt hat, laienhaft gesagt?	OBJ
79e9c9b54f71a0588608e2bfd71efd8bc336ec07	Mitglied der Deutschen Akademie der Naturforscher Leopoldina ist er seit 2006, dort sind auch Personen wie Lothar Wieler und Joachim Sauer (Ehemann von Angela Merkel) Mitglied.	OBJ
887991a9e90530ed2f4bded65d509dda7775d387	Schließlich hatte er als Bayerischer Ministerpräsident die unkontrollierte Masseneinwanderung eine „Herrschaft des Unrechts“ genannt.	SUBJ
50efed23a600e7b54b66ccb083937721df0e4a13	Der eine oder andere Leser erinnert sich vielleicht an meinen Achgut.com-Beitrag bezüglich der falsch positiven Testungen.	OBJ
a8fe8ff2cefa95fd8e29e7b0c44f2890cb55cafc	Es geht hier um die Motoraufwärmfunktion, die erst im Prüfzyklus NEFZ anspringt; im realen Verkehr hingegen kommt es nicht zu einer NOx-Schadstoffminderung.	OBJ
51473322992a00000094dfed1d85bdf1081021be	Die weitere Folge wäre, dass die Spritzungen sofort eingestellt werden müssten.	OBJ
8d87a6854deb31eeb4db4108f82eeffdf0236b65	Bei einer nach einer Moderna-Impfung verstorbenen Person fanden die Pathologen sogar Mikropartikel im Lungengewebe.	OBJ
07d9f68b312221847385d49e23a10d655fcd4b2e	Dazu gesellt sich auch eine gewisse Ernüchterung, weil die Realität doch weniger perfekt ausfiel, als in den Zeiten der Willkommenskultur viele gehofft hatten.	SUBJ
8d6d40ebef8ff6e27cbc3d678dd70d5e7e3948cc	Abgesehen davon, dass mir die Impfung im rechten Arm verabreicht wurde, ohne dass ich gefragt worden bin, ob ich Rechts- oder Linkshänder sei, sah die Folge bei mir so aus, dass mein Oberarm tiefrot, hart und heiß wurde.	SUBJ
1f23349f05e581897dcc03bcff359a9f7b5cf0d2	Sie rechnet mit einer großen Migrationsbewegung nach Griechenland.	OBJ
df248f90ec2e360b471543c310d11716e088579f	Insofern bekommen Sie diese vom Auswärtigen Amt heute nicht.	OBJ
06e3b9085e165757f8276ee41c4f4bdeed2b00e7	Beirut leidet seit 2006 immer noch unter der Bombardierung durch Israel.	SUBJ
08b89d5ed76592c34755dfb9927efd5c1f6f57e1	In diesem Beitrag präsentieren wir den Nachweis, dass eine Impfung im Gegensatz zu einer natürlichen Infektion eine tief greifende Beeinträchtigung der Typ-I-Interferon-Signalisierung hervorruft, die verschiedene negative Folgen für die menschliche Gesundheit hat.	OBJ
779eadd453eda109a06b9eba2fe259deaffdc30a	"„Limitierender Faktor sind die Intensivpflegekräfte"", heißt es aus der Pressestelle."	OBJ
016c6c1bcc55a003a6dec980146a5f21022dbc24	Mitten in der Pandemie hat man also nicht einmal alle verfügbaren Betten aufgestellt.	SUBJ
812ec4b90a33e03cf96290c31ddcc651987db532	Früher war es vor allem die Textilproduktion, in der sich die kleinen Kinder verdingen mussten.	OBJ
8c4ce5f19f8522fb31e5a04c76ba67711c3d9d6e	Die Symptome sind immer noch leicht.	OBJ
150dcff2029bfae6738b1f11696233cc9b8db357	Und die Todesfälle wären eigentlich in der Statistik verborgen geblieben, wenn man nicht gezielt danach suchen würde.	SUBJ
4aa9a22efdd79150ff686c2ab09b902d8b7c5ffd	Außerdem darf eine Bank ihren Kunden bei schon bestehenden Verträgen nicht nachträglich Negativzinsen aufbürden.	SUBJ
888a0e934f83891d3cc64c6106806012cfe9d0bf	"Doch die Zunahme der ""Kollateralschäden"" lässt sich nicht nur darauf zurückführen, dass die Menschen aus Angst vor einer Ansteckung mit dem Virus nicht mehr zum Arzt gingen."	SUBJ
5223d2719b0d70920db4ec22ecc45d8f166c7af8	Und genau das prophe­zeite UNSER MITTELEUROPA schon vor einem Jahr.	SUBJ
f039d2049c91902b9b3dbf75512e075e97bd3d9b	Wir hatten keine Übersterblichkeit und die alte Grippe, an der auch schwache Menschen starben, ist verschwunden.	OBJ
1109134c0997d8c584a8e3df7574181b5fe2cb20	"""Letztlich wird erst eine epidemiologische Nachbetrachtung ergeben können, wieviele Fälle als kausal anzusehen sind"", schrieb die Sprecherin des Landesamts."	OBJ
a1ccdd1996a4f11cef99b9f0d6a0688aa466c7cc	Ob dies daran liegt, dass die Dänen in Lockdown-freien Regionen sich freiwillig restriktiv verhielten, können die Wissenschaftler allerdings nicht sagen.	OBJ
f91648f0012a49479be91fb65382259ad85603cb	"""Auf die Stimmung der Bewohner wirkt sich auch die mangelhafte Kommunikation über die Vorgänge im Pflegeheim aus."	OBJ
6a168bb01e62e612fc02b397ff4396de1b8ed925	Hier schlossen die Autoren, dass bei einem insignifikanten Ergebnis von 98 % aller Vergleiche nicht mehr davon gesprochen werden kann, dass die Maßnahmen Einfluss auf die Mortalität gehabt haben konnten.	OBJ
04af27e361dac620678c7732dd8f9835aa8871aa	Die Stärke von Grippe­wellen hat sich in der Vergangenheit auch in den gesamten Sterbe­fallzahlen wider­gespiegelt und zu erhöhten Fallzahlen in den Winter­monaten geführt.	OBJ
62fbb0a5862b6fa270945782129072db44f91840	Wenn die Maske eine ausreichende Filterwirkung zeigt, wird sie zertifiziert.	OBJ
e423a29e95f6ce7f3bb8189909dd78f0eb07d9e4	Schon ein einziger Todesfall unter 20’000 würde die Gefahr statistisch um das Doppelte überzeichnen.	OBJ
5e92800bea173e3f856b3bad68e21e9f4c50d281	Dort ist zu lesen: 700 Teilnehmerinnen erhielten ihre erste Impfdosis im dritten Schwangerschaftsdrittel.	OBJ
d724c0ee72952c244fb31f10b09917559f24fefa	Dazu sagt die Pressemeldung von Destatis: „In Thüringen, Sachsen und Bayern erklären die bislang beim RKI gemeldeten COVID-19-Todesfälle jedoch nur ungefähr die Hälfte des Anstiegs der Sterbefallzahlen in der 45.	OBJ
55c2353ff31b10dd045c64b7b4eaab6b089f44b7	Und ebenso natürlich hat die NASA auch eine bombensichere Erklärung für den Rückgang des Ozonlochs: Das Wetter war so gut, die Temperaturen so warm.	SUBJ
406803c147162bc2364b9996b125a1da60db915d	Die Agenda der „Elite“ ist es, uns auszulöschen.	SUBJ
dda160228784403a13e2167eaebcabf28840cd4b	Haben sie ihren Zweck erfüllt, lösen sie sich wieder auf.	OBJ
cd3a09e187aae4879b1d995dcd042d665664c0f8	Die Koligation der inhibitorischen Rezeptoren führt dann zur Hemmung der antiviralen Reaktionen, was zu einer erhöhten viralen Replikation führt.	OBJ
6c30a82492a5deffc64cd78b16c403b9b4861225	Ich bin COMPACT dankbar, dass diesen heute vergessenen Opfern mit der Geschichtsausgabe „Dresden 1945“ eine Stimme gegeben wird.	SUBJ
d10a580d51b668605815f0663479ea8037298a98	Und wenn wir nicht jetzt etwas tun, und zwar drastisch und einschneidend, dann wird das so weitergehen.	SUBJ
4e568e0c430dfa3a8ba573df22a9ad91f74ec3f8	Verbreiten Sie dieses Interview solange es geht und fordern sie einen offenen Diskurs!	SUBJ
c3574544bf384ddb25b42ca8d424953166029dff	Die Organisation gießt damit nämlich Wasser auf die Mühlen genau jener Kritiker, die schon seit langem die Aussagekraft der PCR-Tests bemängeln.	SUBJ
bcb28d78147f61c4aa913344888d7ca38ebe0961	Laut EMA wurden bis zum 27. August 2021 insgesamt 6.367 Todesfälle und 121.528 schwerwiegende Fälle von Impfnebenwirkungen für den Europäischen Wirtschaftsraum gemeldet.	OBJ
b4e7306f4c70a66b056b7cf8b0a550579ad3b71e	In den Sondierungen zu R2G stellt sich heraus, dass die Vorstellungen der Kommunisten zu den Themen Europa, Außen- und Sicherheitspolitik mit der Richtlinienkompetenz eines Kanzlers Scholz unvereinbar sind.	SUBJ
ff50748516ef1d5d682c56542d8666d1d844cf28	Es ist viele Jahrzehnte her, dass ein Mensch, der hustet oder niest so viel Misstrauen und Ablehnung hervorrief.	SUBJ
5d401ceb6487f68f5eb661d98cce5149e0f9610b	Bei sieben bis 15 Prozent der Erkrankten mit Grippesymptomen würden schließlich auch bisher schon immer Coronaviren gefunden.	OBJ
74155e750beac6ac96623cb8a7d0613796bf90c0	Wenn diese Zahlen der Wahrheit entsprechen, hat das absurde, in weiten Teilen rechtswidrige Treiben rund um die Corona-19-Impfstoffe einen neuen, tragischen Höhepunkt erreicht.	SUBJ
0e574e4d93f1acc08a59b45f63d0f85aaa7bd92c	Nimmt man dazu die Informationen des RKI, die man irgendwo auf Seite 700-irgendetwas suchen muss, die besagen, dass möglicherweise die gemeldeten Impfschäden und Impftoten nur fünf, wiederhole fünf, Prozent des tatsächlichen Geschehens abbilden, dann könnte man auf dumme Ideen kommen.	SUBJ
